name,age_from,age_to,time_from,time_to,improvement_seconds,improvement_percentage,rank_from,rank_to,foreign
Max Likins,17,18,131.06,130.04,1.0200000000000102,0.7782694948878454,182,122,
Nick Fabian,17,18,134.48,135.19,-0.710000000000008,-0.5279595478881678,339,246,
Owen Stevens,17,18,122.91,124.12,-1.210000000000008,-0.9844601741111448,13,24,
Max Yeoh,17,18,131.62,130.24,1.3799999999999955,1.0484728764625402,205,126,
John Christianson,17,18,133.7,131.73,1.9699999999999989,1.473448017950635,301,156,
Richard Tang,17,18,135.57,140.75,-5.180000000000007,-3.820904329866495,391,386,
Harrison Short,17,18,127.98,129.89,-1.9099999999999824,-1.4924206907329132,97,119,
Aaron Davidson,17,18,137.84,140.04,-2.1999999999999886,-1.5960533952408504,498,365,
Liad Friedman,17,18,136.51,137.32,-0.8100000000000023,-0.5933631235806918,433,287,
Jonny Hines,17,18,130.75,131.71,-0.960000000000008,-0.73422562141492,170,155,
Evan Conti,17,18,123.3,123.25,0.04999999999999716,0.040551500405512704,18,20,
Aedan Conners,17,18,128.55,130.47,-1.9199999999999875,-1.4935822637106086,110,127,
Yuki Hayashi,17,18,130.69,130.93,-0.2400000000000091,-0.18364067640983175,168,140,
Nathan Jacobbe,17,18,136.79,133.14,3.6500000000000057,2.668323707873387,445,196,
Thomas Matheson,17,18,131.13,138.07,-6.939999999999998,-5.292457866239609,185,298,
Aaron Gordon,17,18,125.93,123.84,2.0900000000000034,1.659652187723341,56,23,
Carson Olson,17,18,135.71,134.8,0.9099999999999966,0.6705474909733966,397,235,
Drew Davis,17,18,128.83,127.21,1.6200000000000188,1.2574710859272054,118,69,
Brady King,17,18,132.07,129.47,2.5999999999999943,1.9686529870523166,231,108,
Evan Schott,17,18,130.36,126.71,3.65000000000002,2.7999386314820645,157,62,
Isaih Francis,17,18,127.21,134.87,-7.660000000000011,-6.021539187170829,78,238,
Eduardo Sanchez,17,18,133.33,133.59,-0.2599999999999909,-0.1950048751218712,277,211,
Callum McCracken,17,18,133.19,130.63,2.5600000000000023,1.9220662211877786,271,132,
Zach Proulx,17,18,127.89,143.5,-15.61,-12.205801860974274,94,456,
Colson Lloyd,17,18,135.96,139.32,-3.359999999999985,-2.471315092674305,406,342,
Hayden Lester,17,18,132.39,144.76,-12.370000000000005,-9.343606012538716,242,482,
Aj Robinson,17,18,128.87,124.65,4.219999999999999,3.274617831923643,120,33,
