Rank	Swim Time	Name	Foreign	Age	Event	LSC	Team	Meet	Time Standard
1	53.72	Claire Weinstein		18	100 FR LCM	CA	Sandpipers Of Nevada	2025 Toyota National Championships	2025 Winter US Open (LCM)
2	54.19	Lily King		18	100 FR LCM	NC	NC State University	2025 World Junior Champs	2025 Winter US Open (LCM)
3	54.53	Alex Shackell		18	100 FR LCM	IN	Carmel Swim Club	2025 TYR Summer Championships	2025 Winter US Open (LCM)
4	54.91	Erika Pelaez		18	100 FR LCM	FG	Eagle Aquatics	2025 NC NCS LC Senior Championships	2025 Winter US Open (LCM)
5	55.07	Julie Mishler		18	100 FR LCM	IN	Fishers Area Swimming Tigers	2025 Toyota National Championships	2025 Winter US Open (LCM)
6	55.14	Caroline Larsen		18	100 FR LCM	MN	Unattached	2025 TYR Pro Swim Series - Fort Lauderdale	2025 Summer Nationals (LCM)
7	55.17	Sienna Angove	Yes	18	100 FR LCM	US	Unattached	2025 Canadian Swimming Trials	2025 Winter US Open (LCM)
8	55.34	Lillian Nesty		18	100 FR LCM	ST	Longhorn Aquatics	2025 FL FAST May Invitational	2025 Summer Nationals (LCM)
9	55.43	Heather White	Yes	18	100 FR LCM	PN	Bellevue Club Swim Team	2025 Speedo Junior National Championships	2025 Winter US Open (LCM)
10	55.69	Delia Lloyd	Yes	18	100 FR LCM	OHO	Ohio State University	2025 Canadian Swimming Trials	2025 Winter US Open (LCM)
11	56.00	Teagan O'Dell		18	100 FR LCM	PC	Pleasanton Seahawks	2025 Speedo Junior National Championships	2025 Winter US Open (LCM)
12	56.07	Kennedi Dobson		18	100 FR LCM	NJ	Eastern Express Swim Team	2025 Toyota National Championships	2025 Winter US Open (LCM)
13	56.12	Jada Duncan		18	100 FR LCM	SN	Sierra Marlins Swim Team	2025 Speedo Junior National Championships	2025 Winter US Open (LCM)
14	56.24	Ella Mongenel		18	100 FR LCM	ST	Austin Swim Club	2025 ST TXLA Speedo Southern Zone LC Sectionals	2025 Winter US Open (LCM)
15	56.31	Haley McDonald		18	100 FR LCM	KY	Lakeside Swim Team	2025 SE NCSA Summer Swimming Championships	2025 Winter US Open (LCM)
16	56.40r	Emily Hamill		18	100 FR LCM	MA	Germantown Academy Aquatic Club	2025 SE NCSA Summer Swimming Championships	2025 Winter US Open (LCM)
16	56.40	Isabella Dieffenthaller	Yes	18	100 FR LCM	FL	Saint Petersburg Aquatics	2025 Toyota National Championships	2025 Winter US Open (LCM)
16	56.40	Amelia Mason		18	100 FR LCM	CO	Flatiron Athletic Club	2025 Toyota National Championships	2025 Winter US Open (LCM)
19	56.44	Leilani Fack	Yes	18	100 FR LCM	MI	Club Wolverine	2025 Canadian Swimming Trials	2025 Winter US Open (LCM)
